ammo,blast_strength,can_kick,entity_0,entity_1,entity_2,entity_3,entity_4,entity_5,entity_6,entity_7,entity_8,action
0,2,False,rigid,wooden,rigid,passage,self,passage,bomb,passage,wooden,0
0,2,False,rigid,wooden,rigid,passage,self,passage,bomb,passage,wooden,0
0,2,False,rigid,wooden,rigid,passage,self,passage,bomb,passage,wooden,0
1,2,False,rigid,wooden,rigid,flame,self,passage,flame,flame,wooden,0
1,2,False,rigid,wooden,rigid,flame,self,passage,flame,flame,wooden,0
1,2,False,rigid,wooden,rigid,flame,self,passage,flame,flame,wooden,0
1,2,False,rigid,wooden,rigid,passage,self,passage,passage,passage,wooden,5
0,2,False,rigid,wooden,rigid,passage,bomb,passage,passage,passage,wooden,3
0,2,False,passage,rigid,wooden,rigid,self,bomb,item,passage,passage,2
0,2,False,rigid,passage,bomb,item,self,passage,rigid,passage,wooden,3
0,2,True,outside,rigid,passage,outside,self,passage,outside,rigid,passage,4
0,2,True,rigid,passage,bomb,passage,self,passage,rigid,passage,wooden,2
0,2,True,passage,passage,passage,rigid,self,wooden,rigid,wooden,passage,0
0,2,True,passage,passage,passage,rigid,self,wooden,rigid,wooden,passage,0
0,2,True,passage,passage,passage,rigid,self,wooden,rigid,wooden,passage,0
0,2,True,passage,passage,passage,rigid,self,wooden,rigid,wooden,passage,0
1,2,True,passage,passage,flame,rigid,self,wooden,rigid,wooden,passage,5
0,2,True,passage,passage,flame,rigid,bomb,wooden,rigid,wooden,passage,0
0,2,True,passage,passage,flame,rigid,self,wooden,rigid,wooden,passage,0
0,2,True,passage,passage,passage,rigid,self,wooden,rigid,wooden,passage,1
0,2,True,rigid,passage,passage,passage,self,passage,rigid,bomb,wooden,1
0,2,True,passage,rigid,item,rigid,self,passage,passage,passage,passage,4
0,2,True,rigid,item,rigid,passage,self,passage,passage,passage,wooden,1
0,2,True,outside,outside,outside,rigid,self,rigid,passage,passage,passage,2
0,2,True,rigid,passage,rigid,passage,self,passage,passage,passage,wooden,2
0,2,True,passage,passage,passage,passage,self,wooden,bomb,wooden,passage,0
1,2,True,passage,passage,passage,flame,self,wooden,flame,flame,passage,5
0,2,True,passage,passage,passage,flame,bomb,wooden,flame,flame,passage,0
0,2,True,passage,passage,passage,flame,self,wooden,flame,flame,passage,0
0,2,True,passage,passage,passage,passage,self,wooden,passage,item,passage,3
0,2,True,rigid,passage,passage,passage,self,bomb,rigid,passage,item,1
0,2,True,passage,rigid,passage,rigid,self,passage,passage,passage,bomb,0
0,2,True,passage,rigid,passage,rigid,self,passage,passage,passage,bomb,0
0,2,True,passage,rigid,passage,rigid,self,passage,passage,passage,bomb,0
0,2,True,passage,rigid,passage,rigid,self,passage,passage,passage,bomb,0
0,2,True,passage,rigid,passage,rigid,self,passage,passage,passage,bomb,0
1,2,True,passage,rigid,passage,rigid,self,flame,passage,flame,flame,0
1,2,True,passage,rigid,passage,rigid,self,flame,passage,flame,flame,0
1,2,True,passage,rigid,passage,rigid,self,flame,passage,flame,flame,0
1,2,True,passage,rigid,passage,rigid,self,passage,passage,passage,passage,2
1,2,True,rigid,passage,passage,passage,self,passage,rigid,passage,passage,4
1,2,True,passage,passage,passage,passage,self,item,passage,passage,passage,4
2,2,True,passage,passage,wooden,passage,self,passage,passage,passage,wooden,2
2,2,True,passage,passage,passage,passage,self,wooden,passage,wooden,passage,5
1,2,True,passage,passage,passage,passage,bomb,wooden,passage,wooden,passage,3
1,2,True,passage,passage,passage,passage,self,bomb,passage,passage,wooden,2
1,2,True,passage,passage,bomb,passage,self,wooden,wooden,passage,rigid,5
0,2,True,passage,passage,bomb,passage,bomb,wooden,wooden,passage,rigid,3
0,2,True,rigid,passage,passage,rigid,self,bomb,rigid,wooden,passage,1
0,2,True,passage,passage,passage,rigid,self,passage,rigid,passage,bomb,2
0,2,True,rigid,passage,passage,rigid,self,bomb,rigid,wooden,passage,1
0,2,True,passage,passage,passage,rigid,self,passage,rigid,passage,bomb,2
0,2,True,rigid,passage,passage,rigid,self,bomb,rigid,wooden,passage,1
1,2,True,passage,passage,passage,rigid,self,flame,rigid,passage,bomb,1
1,2,True,rigid,passage,passage,passage,self,passage,rigid,passage,flame,3
1,2,True,outside,rigid,passage,outside,self,passage,outside,rigid,passage,0
2,2,True,outside,rigid,passage,outside,self,passage,outside,rigid,passage,4
2,2,True,rigid,passage,passage,passage,self,passage,rigid,passage,flame,4
2,2,True,passage,passage,passage,passage,self,passage,passage,flame,passage,1
2,2,True,rigid,passage,rigid,passage,self,passage,passage,passage,passage,4
2,2,True,passage,rigid,rigid,passage,self,wooden,passage,passage,passage,5
1,2,True,passage,rigid,rigid,passage,bomb,wooden,passage,passage,passage,3
1,2,True,rigid,passage,rigid,passage,self,bomb,passage,passage,passage,1
1,2,True,outside,outside,outside,rigid,self,rigid,passage,passage,bomb,0
1,2,True,outside,outside,outside,rigid,self,rigid,passage,passage,bomb,0
1,2,True,outside,outside,outside,rigid,self,rigid,passage,passage,bomb,0
1,2,True,outside,outside,outside,rigid,self,rigid,passage,passage,bomb,0
1,2,True,outside,outside,outside,rigid,self,rigid,passage,passage,bomb,0
1,2,True,outside,outside,outside,rigid,self,rigid,passage,passage,bomb,0
1,2,True,outside,outside,outside,rigid,self,rigid,passage,passage,bomb,0
2,2,True,outside,outside,outside,rigid,self,rigid,passage,flame,flame,0
2,2,True,outside,outside,outside,rigid,self,rigid,passage,flame,flame,0
2,2,True,outside,outside,outside,rigid,self,rigid,passage,flame,flame,0
2,2,True,outside,outside,outside,rigid,self,rigid,passage,passage,passage,2
2,2,True,rigid,passage,rigid,passage,self,passage,passage,passage,passage,4
2,2,True,passage,rigid,rigid,passage,self,item,passage,passage,passage,4
2,2,True,rigid,rigid,rigid,passage,self,flame,passage,passage,passage,3
2,2,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,3
2,2,True,rigid,passage,rigid,passage,self,passage,passage,passage,passage,2
2,2,True,passage,passage,passage,passage,self,passage,passage,passage,passage,3
2,2,True,rigid,passage,passage,passage,self,passage,rigid,passage,passage,2
2,2,True,passage,passage,passage,rigid,self,passage,rigid,passage,passage,2
2,2,True,rigid,passage,passage,rigid,self,passage,rigid,wooden,passage,5
1,2,True,rigid,passage,passage,rigid,bomb,passage,rigid,wooden,passage,4
1,2,True,passage,passage,passage,bomb,self,passage,wooden,passage,rigid,1
1,2,True,passage,passage,passage,passage,self,passage,bomb,passage,passage,4
1,2,True,passage,passage,passage,passage,self,passage,passage,passage,passage,1
1,2,True,passage,passage,passage,passage,self,passage,passage,passage,passage,4
1,2,True,passage,passage,item,passage,self,passage,passage,passage,rigid,1
1,2,True,rigid,rigid,rigid,passage,self,item,passage,passage,passage,4
1,3,True,rigid,rigid,rigid,passage,self,passage,passage,passage,rigid,3
1,3,True,rigid,rigid,rigid,passage,self,passage,passage,passage,passage,3
2,3,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,3
2,3,True,rigid,passage,rigid,passage,self,passage,passage,passage,passage,1
2,3,True,outside,outside,outside,rigid,self,rigid,passage,passage,passage,0
2,3,True,outside,outside,outside,rigid,self,rigid,passage,passage,passage,2
2,3,True,rigid,passage,rigid,passage,self,passage,passage,passage,passage,2
2,3,True,passage,passage,passage,passage,self,passage,passage,passage,passage,3
2,3,True,rigid,passage,passage,passage,self,passage,rigid,passage,passage,2
2,3,True,passage,passage,passage,rigid,self,passage,rigid,passage,passage,2
2,3,True,rigid,passage,passage,rigid,self,passage,rigid,item,passage,2
2,4,True,rigid,passage,passage,rigid,self,passage,rigid,passage,rigid,1
2,4,True,rigid,passage,passage,rigid,self,passage,rigid,passage,passage,1
2,4,True,passage,passage,passage,rigid,self,passage,rigid,passage,passage,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,1
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,1
2,4,True,passage,rigid,rigid,passage,self,passage,passage,passage,enemy,3
2,4,True,rigid,passage,rigid,passage,self,passage,passage,passage,passage,3
2,4,True,passage,rigid,passage,rigid,self,passage,passage,passage,passage,2
2,4,True,rigid,passage,passage,passage,self,passage,rigid,passage,passage,2
2,4,True,passage,passage,enemy,rigid,self,passage,rigid,passage,passage,1
2,4,True,rigid,passage,passage,passage,self,passage,rigid,passage,passage,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,enemy,2
2,4,True,passage,passage,enemy,passage,self,passage,passage,passage,passage,1
2,4,True,passage,passage,enemy,passage,self,passage,passage,passage,passage,3
2,4,True,passage,passage,enemy,rigid,self,passage,rigid,passage,passage,2
2,4,True,rigid,passage,passage,rigid,self,passage,rigid,passage,passage,2
2,4,True,rigid,passage,passage,rigid,self,passage,rigid,passage,rigid,4
2,4,True,passage,passage,passage,passage,self,rigid,passage,rigid,passage,1
2,4,True,enemy,passage,passage,passage,self,passage,passage,passage,rigid,4
2,4,True,enemy,passage,passage,passage,self,passage,passage,rigid,wooden,1
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,3
2,4,True,passage,passage,passage,passage,self,passage,enemy,passage,passage,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,1
2,4,True,passage,passage,passage,passage,self,passage,enemy,passage,passage,1
2,4,True,passage,rigid,rigid,passage,self,passage,enemy,passage,passage,3
2,4,True,rigid,passage,rigid,passage,self,passage,passage,passage,enemy,4
2,4,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,2
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,enemy,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,enemy,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,enemy,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,enemy,3
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,4
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,enemy,1
2,4,True,passage,rigid,rigid,passage,self,passage,passage,passage,enemy,4
2,4,True,passage,rigid,rigid,passage,self,passage,passage,passage,enemy,4
2,4,True,passage,rigid,rigid,passage,self,passage,passage,passage,enemy,4
2,4,True,passage,rigid,rigid,passage,self,passage,passage,passage,enemy,4
2,4,True,passage,rigid,rigid,passage,self,passage,passage,passage,enemy,4
2,4,True,passage,rigid,rigid,passage,self,passage,passage,passage,enemy,4
2,4,True,rigid,rigid,rigid,passage,self,passage,passage,passage,enemy,4
2,4,True,rigid,rigid,rigid,passage,self,passage,passage,passage,enemy,4
2,4,True,rigid,rigid,rigid,passage,self,passage,passage,passage,enemy,4
2,4,True,rigid,rigid,rigid,passage,self,passage,passage,passage,enemy,4
2,4,True,rigid,rigid,rigid,passage,self,passage,passage,passage,enemy,2
2,4,True,passage,passage,enemy,passage,self,passage,passage,passage,rigid,1
2,4,True,passage,passage,enemy,passage,self,passage,passage,passage,rigid,4
2,4,True,passage,passage,enemy,passage,self,rigid,passage,rigid,passage,1
2,4,True,passage,passage,enemy,passage,self,rigid,passage,rigid,passage,1
2,4,True,passage,passage,enemy,passage,self,rigid,passage,rigid,passage,1
2,4,True,rigid,rigid,rigid,passage,self,passage,passage,passage,rigid,4
2,4,True,rigid,rigid,rigid,passage,self,passage,passage,passage,rigid,4
2,4,True,rigid,rigid,rigid,passage,self,passage,passage,rigid,passage,3
2,4,True,rigid,rigid,rigid,passage,self,passage,passage,passage,rigid,2
2,4,True,passage,passage,passage,passage,self,rigid,passage,rigid,passage,0
2,4,True,passage,passage,passage,passage,self,rigid,passage,rigid,passage,3
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,rigid,3
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,3
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,2
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,3
2,4,True,passage,passage,passage,rigid,self,passage,rigid,passage,passage,1
2,4,True,rigid,passage,passage,passage,self,passage,rigid,passage,passage,1
2,4,True,passage,rigid,passage,rigid,self,passage,passage,passage,passage,4
2,4,True,rigid,passage,rigid,passage,self,passage,passage,passage,passage,4
2,4,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,2
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,3
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,2
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,2
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,rigid,4
2,4,True,passage,passage,passage,passage,self,passage,passage,rigid,wooden,4
2,4,True,passage,passage,rigid,passage,self,wooden,rigid,wooden,passage,5
1,4,True,passage,passage,rigid,passage,bomb,wooden,rigid,wooden,passage,3
1,4,True,passage,passage,passage,passage,self,bomb,passage,rigid,wooden,3
1,4,True,passage,passage,passage,passage,self,passage,passage,passage,rigid,1
1,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,4
1,4,True,passage,passage,passage,passage,self,passage,passage,passage,bomb,0
1,4,True,passage,passage,passage,passage,self,passage,passage,passage,bomb,1
1,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,1
1,4,True,passage,rigid,rigid,passage,self,passage,passage,passage,enemy,4
1,4,True,passage,rigid,rigid,passage,self,passage,passage,passage,enemy,3
2,4,True,rigid,passage,rigid,passage,self,passage,passage,passage,passage,2
2,4,True,passage,passage,passage,passage,self,passage,passage,passage,passage,3
2,4,True,rigid,passage,passage,passage,self,passage,rigid,passage,passage,2
2,4,True,passage,passage,passage,rigid,self,passage,rigid,passage,passage,2
2,4,True,rigid,passage,passage,rigid,self,passage,rigid,passage,passage,2
2,4,True,rigid,passage,passage,rigid,self,passage,rigid,passage,rigid,2
2,4,True,rigid,passage,passage,rigid,self,rigid,rigid,passage,passage,2
2,4,True,rigid,passage,rigid,rigid,self,passage,passage,passage,passage,4
2,4,True,passage,rigid,passage,passage,self,passage,passage,passage,rigid,4
2,4,True,rigid,passage,rigid,passage,self,passage,passage,rigid,rigid,1
2,4,True,passage,rigid,item,rigid,self,rigid,passage,passage,enemy,2
2,4,True,rigid,passage,rigid,passage,self,passage,passage,rigid,rigid,4
2,4,True,passage,rigid,rigid,passage,self,enemy,rigid,rigid,wooden,5
1,4,True,passage,rigid,rigid,passage,bomb,enemy,rigid,rigid,wooden,3
1,4,True,rigid,passage,rigid,passage,self,bomb,passage,rigid,rigid,3
1,4,True,passage,rigid,passage,passage,self,passage,passage,passage,rigid,2
1,4,True,passage,passage,passage,passage,self,rigid,passage,passage,passage,2
1,4,True,passage,passage,rigid,passage,self,passage,passage,passage,passage,4
1,4,True,passage,rigid,rigid,passage,self,passage,passage,passage,item,4
1,4,True,rigid,rigid,wooden,passage,self,item,passage,item,rigid,4
1,4,True,rigid,wooden,rigid,passage,self,passage,item,rigid,passage,3
1,4,True,rigid,rigid,wooden,passage,self,passage,passage,item,rigid,2
1,2,False,rigid,passage,rigid,wooden,self,passage,rigid,wooden,passage,5
0,2,False,rigid,passage,rigid,wooden,bomb,passage,rigid,wooden,passage,1
0,2,False,rigid,passage,passage,rigid,self,rigid,wooden,bomb,passage,1
0,2,False,rigid,wooden,wooden,rigid,self,passage,rigid,passage,rigid,4
0,2,False,wooden,wooden,rigid,passage,self,passage,passage,rigid,rigid,0
0,2,False,wooden,wooden,rigid,passage,self,passage,passage,rigid,rigid,0
0,2,False,wooden,wooden,rigid,passage,self,passage,passage,rigid,rigid,0
0,2,False,wooden,wooden,rigid,passage,self,passage,passage,rigid,rigid,0
0,2,False,wooden,wooden,rigid,passage,self,passage,passage,rigid,rigid,0
0,2,False,wooden,wooden,rigid,passage,self,passage,passage,rigid,rigid,0
1,2,False,wooden,wooden,rigid,passage,self,passage,flame,rigid,rigid,0
1,2,False,wooden,wooden,rigid,passage,self,passage,flame,rigid,rigid,0
1,2,False,wooden,wooden,rigid,passage,self,passage,flame,rigid,rigid,0
1,2,False,wooden,wooden,rigid,passage,self,passage,passage,rigid,rigid,5
0,2,False,wooden,wooden,rigid,passage,bomb,passage,passage,rigid,rigid,3
0,2,False,rigid,wooden,wooden,rigid,self,bomb,rigid,passage,rigid,2
0,2,False,rigid,passage,bomb,rigid,self,rigid,item,passage,passage,2
0,2,False,rigid,passage,rigid,item,self,passage,rigid,item,passage,2
0,2,True,item,passage,passage,rigid,self,passage,outside,outside,outside,1
0,2,True,rigid,passage,rigid,item,self,passage,rigid,passage,passage,3
1,2,True,outside,rigid,passage,outside,self,passage,outside,rigid,passage,4
1,2,True,rigid,passage,rigid,passage,self,passage,rigid,passage,passage,2
1,2,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,4
2,2,True,passage,passage,passage,passage,self,rigid,outside,outside,outside,1
2,2,True,passage,rigid,rigid,passage,self,passage,passage,passage,rigid,4
2,2,True,rigid,rigid,rigid,passage,self,wooden,passage,rigid,wooden,5
1,2,True,rigid,rigid,rigid,passage,bomb,wooden,passage,rigid,wooden,3
1,2,True,passage,rigid,rigid,passage,self,bomb,passage,passage,rigid,2
1,2,True,passage,passage,bomb,passage,self,rigid,outside,outside,outside,3
1,2,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,4
1,2,True,passage,passage,bomb,passage,self,rigid,outside,outside,outside,3
1,2,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,4
1,2,True,passage,passage,bomb,passage,self,rigid,outside,outside,outside,3
1,2,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,4
1,2,True,passage,passage,bomb,passage,self,rigid,outside,outside,outside,3
2,2,True,passage,passage,flame,rigid,self,passage,outside,outside,outside,1
2,2,True,rigid,passage,rigid,passage,self,flame,rigid,passage,passage,3
2,2,True,outside,rigid,passage,outside,self,passage,outside,rigid,passage,0
2,2,True,outside,rigid,passage,outside,self,passage,outside,rigid,passage,4
2,2,True,rigid,passage,rigid,passage,self,passage,rigid,passage,passage,4
2,2,True,passage,rigid,rigid,passage,self,passage,passage,passage,rigid,4
2,2,True,rigid,rigid,rigid,passage,self,item,passage,rigid,passage,4
2,2,True,rigid,rigid,bomb,passage,self,passage,rigid,passage,passage,2
2,2,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,0
2,2,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,1
2,2,True,rigid,rigid,bomb,passage,self,passage,rigid,passage,passage,3
2,2,True,rigid,rigid,rigid,passage,self,passage,passage,rigid,passage,3
2,2,True,passage,rigid,rigid,passage,self,passage,passage,passage,rigid,2
2,2,True,passage,passage,passage,passage,self,rigid,outside,outside,outside,3
2,2,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,1
2,2,True,rigid,passage,rigid,passage,self,passage,rigid,passage,passage,3
2,2,True,outside,rigid,passage,outside,self,passage,outside,rigid,passage,0
2,2,True,outside,rigid,passage,outside,self,passage,outside,rigid,passage,4
2,2,True,rigid,passage,rigid,passage,self,passage,rigid,passage,passage,1
2,2,True,rigid,passage,passage,rigid,self,rigid,passage,passage,passage,1
2,2,True,rigid,wooden,item,rigid,self,passage,rigid,passage,rigid,4
2,2,True,wooden,item,rigid,passage,self,passage,passage,rigid,rigid,1
2,3,True,wooden,wooden,rigid,wooden,self,rigid,passage,passage,passage,5
1,3,True,wooden,wooden,rigid,wooden,bomb,rigid,passage,passage,passage,2
1,3,True,wooden,bomb,rigid,passage,self,passage,passage,rigid,rigid,3
1,3,True,rigid,wooden,bomb,rigid,self,passage,rigid,passage,rigid,5
0,3,True,rigid,wooden,bomb,rigid,bomb,passage,rigid,passage,rigid,4
0,3,True,wooden,bomb,rigid,bomb,self,passage,passage,rigid,rigid,4
0,3,True,bomb,rigid,wooden,passage,self,passage,rigid,rigid,rigid,4
0,3,True,rigid,wooden,rigid,passage,self,passage,rigid,rigid,passage,0
0,3,True,rigid,wooden,rigid,passage,self,passage,rigid,rigid,passage,0
0,3,True,rigid,wooden,rigid,passage,self,passage,rigid,rigid,passage,0
1,3,True,rigid,wooden,rigid,passage,self,passage,rigid,rigid,passage,5
0,3,True,rigid,wooden,rigid,passage,bomb,passage,rigid,rigid,passage,4
0,3,True,wooden,rigid,passage,bomb,self,rigid,rigid,passage,passage,2
1,3,True,bomb,passage,rigid,rigid,self,passage,passage,passage,passage,2
1,3,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,4
1,3,True,passage,passage,passage,passage,self,passage,passage,passage,passage,4
1,3,True,passage,passage,passage,passage,self,passage,passage,passage,rigid,4
1,3,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,1
1,3,True,passage,flame,passage,passage,self,passage,passage,passage,passage,3
1,3,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,3
2,3,True,flame,rigid,passage,passage,self,passage,passage,passage,passage,3
2,3,True,flame,flame,rigid,rigid,self,passage,passage,passage,passage,2
2,3,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,4
2,3,True,passage,passage,passage,passage,self,passage,passage,passage,passage,4
2,3,True,passage,passage,passage,passage,self,passage,passage,passage,rigid,2
2,3,True,passage,passage,passage,passage,self,rigid,outside,outside,outside,3
2,3,True,passage,passage,passage,passage,self,passage,outside,outside,outside,3
2,3,True,passage,passage,passage,passage,self,passage,outside,outside,outside,3
2,3,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,1
2,3,True,rigid,rigid,passage,passage,self,passage,rigid,passage,passage,4
2,3,True,rigid,enemy,passage,passage,self,passage,passage,passage,passage,5
1,3,True,rigid,enemy,passage,passage,bomb,passage,passage,passage,passage,4
1,3,True,bomb,enemy,passage,bomb,self,passage,passage,passage,passage,4
1,3,True,passage,enemy,passage,passage,self,passage,passage,passage,rigid,2
1,3,True,passage,passage,passage,passage,self,rigid,outside,outside,outside,1
1,3,True,passage,enemy,passage,passage,self,passage,passage,passage,rigid,4
1,3,True,passage,enemy,passage,passage,self,passage,passage,rigid,passage,5
0,3,True,passage,enemy,passage,passage,bomb,passage,passage,rigid,passage,4
0,3,True,bomb,enemy,rigid,bomb,self,passage,rigid,passage,passage,2
0,3,True,bomb,passage,passage,rigid,self,passage,outside,outside,outside,4
1,3,True,passage,passage,outside,passage,self,outside,outside,outside,outside,0
1,3,True,passage,passage,outside,passage,self,outside,outside,outside,outside,3
1,3,True,bomb,passage,passage,rigid,self,passage,outside,outside,outside,4
1,3,True,passage,passage,outside,passage,self,outside,outside,outside,outside,3
1,3,True,bomb,passage,passage,rigid,self,passage,outside,outside,outside,4
1,3,True,passage,passage,outside,passage,self,outside,outside,outside,outside,3
2,3,True,flame,flame,flame,rigid,self,passage,outside,outside,outside,4
2,3,True,flame,flame,outside,passage,self,outside,outside,outside,outside,3
2,3,True,flame,flame,flame,rigid,self,passage,outside,outside,outside,4
2,3,True,passage,passage,outside,passage,self,outside,outside,outside,outside,1
2,3,True,passage,rigid,outside,passage,self,outside,passage,passage,outside,3
2,3,True,passage,passage,rigid,passage,self,passage,rigid,passage,passage,1
2,3,True,passage,passage,passage,passage,self,rigid,passage,passage,passage,3
2,3,True,passage,passage,passage,passage,self,passage,passage,passage,passage,2
2,3,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,3
2,3,True,passage,passage,passage,passage,self,passage,passage,passage,rigid,2
2,3,True,passage,passage,passage,passage,self,rigid,outside,outside,outside,3
2,3,True,passage,passage,passage,passage,self,passage,outside,outside,outside,1
2,3,True,passage,passage,passage,passage,self,passage,passage,passage,passage,3
2,3,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,1
2,3,True,passage,passage,rigid,rigid,self,passage,passage,passage,passage,4
2,3,True,passage,rigid,passage,passage,self,passage,passage,passage,passage,4
2,3,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,4
2,3,True,passage,passage,passage,passage,self,passage,passage,passage,passage,4
2,3,True,passage,passage,passage,passage,self,rigid,passage,passage,passage,1
2,3,True,passage,passage,passage,passage,self,passage,passage,passage,rigid,1
2,3,True,passage,passage,passage,passage,self,passage,passage,passage,passage,3
2,3,True,passage,passage,passage,rigid,self,passage,passage,passage,passage,1
2,3,True,bomb,rigid,passage,passage,self,passage,rigid,passage,passage,4
2,3,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,4
2,3,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
2,3,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
2,3,True,passage,passage,outside,passage,self,outside,passage,rigid,outside,3
2,3,True,passage,passage,passage,passage,self,passage,passage,passage,rigid,2
2,3,True,passage,passage,passage,passage,self,rigid,passage,passage,passage,3
2,3,True,passage,passage,passage,passage,self,passage,passage,passage,passage,1
2,3,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,3
2,3,True,passage,rigid,passage,rigid,self,passage,passage,passage,passage,2
2,3,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,3
2,3,True,passage,rigid,passage,passage,self,passage,passage,passage,passage,3
2,3,True,passage,passage,rigid,rigid,self,passage,passage,passage,passage,2
2,3,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,3
2,3,True,rigid,rigid,passage,passage,self,passage,rigid,passage,passage,3
2,3,True,rigid,rigid,rigid,passage,self,passage,passage,rigid,passage,3
2,3,True,passage,rigid,rigid,passage,self,passage,passage,passage,rigid,3
2,3,True,rigid,passage,rigid,passage,self,passage,rigid,passage,passage,2
2,3,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,4
2,3,True,passage,passage,passage,passage,self,rigid,outside,outside,outside,0
2,3,True,passage,passage,passage,passage,self,rigid,outside,outside,outside,3
2,3,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,1
2,3,True,rigid,passage,rigid,passage,self,passage,rigid,passage,passage,1
2,3,True,rigid,passage,passage,rigid,self,rigid,passage,passage,passage,1
2,3,True,rigid,passage,passage,rigid,self,passage,rigid,passage,rigid,1
2,3,True,rigid,passage,passage,rigid,self,passage,rigid,passage,passage,4
2,3,True,passage,passage,rigid,passage,self,rigid,passage,passage,passage,1
2,3,True,passage,rigid,rigid,passage,self,rigid,passage,passage,rigid,3
2,3,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,1
2,3,True,passage,passage,passage,passage,self,rigid,rigid,passage,passage,3
2,3,True,outside,passage,passage,outside,self,passage,outside,rigid,passage,1
2,3,True,outside,rigid,passage,outside,self,passage,outside,passage,passage,4
2,3,True,rigid,passage,passage,passage,self,passage,passage,passage,rigid,1
2,3,True,passage,passage,passage,rigid,self,passage,passage,passage,passage,1
2,3,True,passage,passage,rigid,passage,self,passage,rigid,passage,passage,1
2,3,True,outside,outside,outside,passage,self,rigid,passage,passage,passage,3
2,3,True,outside,outside,outside,outside,self,passage,outside,passage,passage,2
2,3,True,outside,passage,passage,outside,self,passage,outside,rigid,passage,0
2,3,True,outside,passage,passage,outside,self,passage,outside,rigid,passage,4
2,3,True,passage,passage,rigid,passage,self,passage,rigid,passage,passage,4
2,3,True,passage,rigid,passage,passage,self,passage,passage,passage,passage,4
2,3,True,rigid,passage,passage,passage,self,passage,passage,passage,rigid,4
2,3,True,rigid,passage,passage,passage,self,passage,passage,passage,rigid,1
2,3,True,outside,outside,outside,rigid,self,passage,passage,passage,enemy,4
2,3,True,outside,outside,outside,rigid,self,passage,passage,passage,enemy,4
2,3,True,outside,outside,outside,rigid,self,passage,passage,passage,enemy,4
2,3,True,outside,outside,outside,passage,self,rigid,enemy,passage,passage,3
2,3,True,outside,outside,outside,passage,self,rigid,enemy,passage,passage,3
2,3,True,outside,outside,outside,passage,self,rigid,enemy,passage,passage,3
