ammo,blast_strength,can_kick,entity_0,entity_1,entity_2,entity_3,entity_4,entity_5,entity_6,entity_7,entity_8,entity_9,entity_10,entity_11,entity_12,entity_13,entity_14,entity_15,entity_16,entity_17,entity_18,entity_19,entity_20,entity_21,entity_22,entity_23,entity_24,action
2,6,False,-1,-1,-1,-1,-1,1,0,1,1,1,0,0,13,0,0,0,0,1,0,12,0,0,1,1,0,3
2,6,False,-1,-1,-1,-1,-1,0,1,0,1,1,0,0,13,0,0,0,0,0,1,0,0,0,0,1,1,1
2,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,13,1,1,0,0,0,0,0,0,0,0,1,0,0
2,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,13,1,1,0,0,0,0,0,0,0,0,1,0,0
2,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,13,1,1,0,0,0,0,0,0,0,0,1,0,0
2,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,13,1,1,0,0,0,0,0,0,0,0,1,0,0
3,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,13,1,1,0,4,4,4,4,0,0,0,1,4,0
3,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,13,1,1,0,4,4,4,4,0,0,0,1,4,0
3,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,13,1,1,0,4,4,4,4,0,0,0,1,4,0
3,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,13,1,1,0,0,0,0,0,0,0,0,1,0,2
3,6,False,-1,-1,-1,-1,-1,0,1,0,1,1,0,0,13,0,0,0,0,0,1,0,0,0,0,1,1,4
3,6,False,-1,-1,-1,-1,-1,1,0,1,1,1,0,0,13,0,0,0,0,1,0,0,0,0,1,1,0,4
3,6,False,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,13,0,0,0,1,0,0,0,0,1,1,0,0,4
3,6,False,-1,-1,-1,-1,-1,1,1,1,0,-1,0,0,13,0,-1,1,0,0,0,-1,1,1,0,0,-1,2
3,6,False,1,1,1,0,-1,0,0,0,0,-1,1,0,13,0,-1,1,1,0,0,-1,1,1,0,0,-1,3
3,6,False,0,1,1,1,0,0,0,0,0,0,0,1,13,0,0,0,1,1,0,0,0,1,1,0,0,0
3,6,False,0,1,1,1,0,0,0,0,0,0,0,1,13,0,0,0,1,1,0,0,0,1,1,0,0,1
3,6,False,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,13,0,0,0,1,0,0,0,0,1,1,0,0,4
3,6,False,-1,-1,-1,-1,-1,1,1,1,0,-1,0,0,13,0,-1,1,0,0,0,-1,1,1,0,0,-1,4
3,6,False,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,0,13,-1,-1,0,0,0,-1,-1,1,0,0,-1,-1,1
3,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,13,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0
3,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,13,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,2
3,6,False,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,0,13,-1,-1,0,0,0,-1,-1,1,0,0,-1,-1,2
3,6,False,1,1,0,-1,-1,0,0,0,-1,-1,0,0,13,-1,-1,1,0,0,-1,-1,1,0,0,-1,-1,2
3,6,False,0,0,0,-1,-1,0,0,0,-1,-1,1,0,13,-1,-1,1,0,0,-1,-1,0,0,1,-1,-1,2
3,6,False,0,0,0,-1,-1,1,0,0,-1,-1,1,0,13,-1,-1,0,0,1,-1,-1,0,0,1,-1,-1,3
3,6,False,1,0,0,0,-1,1,1,0,0,-1,1,1,13,0,-1,1,0,0,1,-1,1,0,0,1,-1,2
3,6,False,1,1,0,0,-1,1,1,0,0,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,3
3,6,False,0,1,1,0,0,0,1,1,0,0,0,1,13,0,1,0,1,0,0,1,1,0,1,0,1,2
3,6,False,0,1,1,0,0,0,1,0,0,1,0,1,13,0,1,1,0,1,0,1,0,1,0,0,1,4
3,6,False,1,1,0,0,-1,1,0,0,1,-1,1,0,13,1,-1,0,1,0,1,-1,1,0,0,1,-1,2
3,6,False,1,0,0,1,-1,1,0,0,1,-1,0,1,13,1,-1,1,0,0,1,-1,0,0,0,0,-1,2
3,6,False,1,0,0,1,-1,0,1,0,1,-1,1,0,13,1,-1,0,0,0,0,-1,1,1,0,0,-1,2
3,6,False,0,1,0,1,-1,1,0,0,1,-1,0,0,13,0,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,3
3,6,False,1,0,1,0,1,0,1,0,0,1,0,0,13,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,3
3,6,False,1,1,0,1,0,0,0,1,0,0,0,0,13,0,0,1,1,1,1,0,-1,-1,-1,-1,-1,3
3,6,False,1,1,1,0,1,1,0,0,1,0,0,0,13,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,3
3,6,False,1,1,1,1,0,1,1,0,0,1,0,0,13,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,1
3,6,False,0,0,0,0,1,1,1,1,1,0,1,1,13,0,1,0,0,0,0,0,0,0,1,1,1,4
3,6,False,0,0,0,1,0,1,1,1,0,1,1,0,13,1,0,0,0,0,0,0,0,1,1,1,1,0
3,6,False,0,0,0,1,0,1,1,1,0,1,1,0,13,1,0,0,0,0,0,0,0,1,1,1,1,3
3,6,False,0,0,0,0,1,1,1,1,1,0,1,1,13,0,1,0,0,0,0,0,0,0,1,1,1,4
3,6,False,0,0,0,1,0,1,1,1,0,1,1,0,13,1,0,0,0,0,0,0,0,1,1,1,1,2
3,6,False,1,1,1,0,1,1,0,0,1,0,0,0,13,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,4
3,6,False,1,1,0,1,0,0,0,1,0,0,0,0,13,0,0,1,1,1,1,0,-1,-1,-1,-1,-1,4
3,6,False,1,0,1,0,1,0,1,0,0,1,0,0,13,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,1
3,6,False,0,1,0,0,1,1,0,1,0,1,0,1,13,0,1,0,0,0,0,0,1,1,1,0,0,4
3,6,False,1,0,0,1,-1,0,1,0,1,-1,1,0,13,1,-1,0,0,0,0,-1,1,1,0,0,-1,1
3,6,False,1,0,0,1,-1,1,0,0,1,-1,0,1,13,1,-1,1,0,0,1,-1,0,0,0,0,-1,1
3,6,False,1,1,0,0,-1,1,0,0,1,-1,1,0,13,1,-1,0,1,0,1,-1,1,0,0,1,-1,3
3,6,False,0,1,1,0,0,0,1,0,0,1,0,1,13,0,1,1,0,1,0,1,0,1,0,0,1,1
3,6,False,0,1,1,0,0,0,1,1,0,0,0,1,13,0,1,0,1,0,0,1,1,0,1,0,1,4
3,6,False,1,1,0,0,-1,1,1,0,0,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,1
3,6,False,1,0,0,0,-1,1,1,0,0,-1,1,1,13,0,-1,1,0,0,1,-1,1,0,0,1,-1,1
3,6,False,0,0,0,0,-1,1,0,0,0,-1,1,1,13,0,-1,1,1,0,0,-1,1,0,0,1,-1,4
3,6,False,0,0,0,-1,-1,0,0,0,-1,-1,1,0,13,-1,-1,1,0,0,-1,-1,0,0,1,-1,-1,1
3,6,False,1,1,0,-1,-1,0,0,0,-1,-1,0,0,13,-1,-1,1,0,0,-1,-1,1,0,0,-1,-1,3
3,6,False,1,1,1,0,-1,0,0,0,0,-1,1,0,13,0,-1,1,1,0,0,-1,1,1,0,0,-1,1
3,6,False,-1,-1,-1,-1,-1,1,1,1,0,-1,0,0,13,0,-1,1,0,0,0,-1,1,1,0,0,-1,4
3,6,False,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,0,13,-1,-1,0,0,0,-1,-1,1,0,0,-1,-1,1
3,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,13,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0
3,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,13,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,2
3,6,False,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,0,13,-1,-1,0,0,0,-1,-1,1,0,0,-1,-1,1
3,6,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,13,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,2
3,6,False,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,0,13,-1,-1,0,0,0,-1,-1,1,0,0,-1,-1,2
3,6,False,1,1,0,-1,-1,0,0,0,-1,-1,0,0,13,-1,-1,1,0,0,-1,-1,1,0,0,-1,-1,2
3,6,False,0,0,0,-1,-1,0,0,0,-1,-1,1,0,13,-1,-1,1,0,0,-1,-1,0,0,1,-1,-1,3
3,6,False,0,0,0,0,-1,1,0,0,0,-1,1,1,13,0,-1,1,1,0,0,-1,1,0,0,1,-1,1
3,6,False,1,1,1,0,-1,0,0,0,0,-1,1,0,13,0,-1,1,1,0,0,-1,1,1,0,0,-1,1
3,6,False,-1,-1,-1,-1,-1,1,1,1,0,-1,0,0,13,0,-1,1,0,0,0,-1,1,1,0,0,-1,3
3,6,False,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,13,0,0,0,1,0,0,0,0,1,1,0,0,2
3,6,False,0,1,1,1,0,0,0,0,0,0,0,1,13,0,0,0,1,1,0,0,0,1,1,0,0,0
3,6,False,0,1,1,1,0,0,0,0,0,0,0,1,13,0,0,0,1,1,0,0,0,1,1,0,0,4
3,6,False,1,1,1,0,-1,0,0,0,0,-1,1,0,13,0,-1,1,1,0,0,-1,1,1,0,0,-1,4
3,6,False,1,1,0,-1,-1,0,0,0,-1,-1,0,0,13,-1,-1,1,0,0,-1,-1,1,0,0,-1,-1,2
3,6,False,0,0,0,-1,-1,0,0,0,-1,-1,1,0,13,-1,-1,1,0,0,-1,-1,0,0,1,-1,-1,2
3,6,False,0,0,0,-1,-1,1,0,0,-1,-1,1,0,13,-1,-1,0,0,1,-1,-1,0,0,1,-1,-1,3
3,6,False,1,0,0,0,-1,1,1,0,0,-1,1,1,13,0,-1,1,0,0,1,-1,1,0,0,1,-1,1
3,6,False,0,0,0,0,-1,1,0,0,0,-1,1,1,13,0,-1,1,1,0,0,-1,1,0,0,1,-1,0
3,6,False,0,0,0,0,-1,1,0,0,0,-1,1,1,13,0,-1,1,1,0,0,-1,1,0,0,1,-1,2
3,6,False,1,0,0,0,-1,1,1,0,0,-1,1,1,13,0,-1,1,0,0,1,-1,1,0,0,1,-1,2
3,6,False,1,1,0,0,-1,1,1,0,0,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,3
3,6,False,0,1,1,0,0,0,1,1,0,0,0,1,13,0,1,0,1,0,0,1,1,0,1,0,1,2
3,6,False,0,1,1,0,0,0,1,0,0,1,0,1,13,0,1,1,0,1,0,1,0,1,0,0,1,4
3,6,False,1,1,0,0,-1,1,0,0,1,-1,1,0,13,1,-1,0,1,0,1,-1,1,0,0,1,-1,2
3,6,False,1,0,0,1,-1,1,0,0,1,-1,0,1,13,1,-1,1,0,0,1,-1,0,0,0,0,-1,2
3,6,False,1,0,0,1,-1,0,1,0,1,-1,1,0,13,1,-1,0,0,0,0,-1,1,1,0,0,-1,3
3,6,False,0,1,0,0,1,1,0,1,0,1,0,1,13,0,1,0,0,0,0,0,1,1,1,0,0,2
3,6,False,1,0,1,0,1,0,1,0,0,1,0,0,13,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,4
3,6,False,0,1,0,1,-1,1,0,0,1,-1,0,0,13,0,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,2
3,6,False,1,0,0,1,-1,0,0,0,0,-1,1,1,13,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
3,6,False,0,0,1,-1,-1,0,0,0,-1,-1,1,0,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
3,6,False,1,0,1,-1,-1,0,0,1,-1,-1,0,0,13,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,0
3,6,False,1,0,1,-1,-1,0,0,1,-1,-1,0,0,13,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,3
3,6,False,0,1,0,1,-1,1,0,0,1,-1,0,0,13,0,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,1
3,6,False,1,0,0,1,-1,0,1,0,1,-1,1,0,13,1,-1,0,0,0,0,-1,1,1,0,0,-1,1
3,6,False,1,0,0,1,-1,1,0,0,1,-1,0,1,13,1,-1,1,0,0,1,-1,0,0,0,0,-1,1
3,6,False,1,1,0,0,-1,1,0,0,1,-1,1,0,13,1,-1,0,1,0,1,-1,1,0,0,1,-1,3
3,6,False,0,1,1,0,0,0,1,0,0,1,0,1,13,0,1,1,0,1,0,1,0,1,0,0,1,1
3,6,False,0,1,1,0,12,0,1,1,0,0,0,1,13,0,1,0,1,0,0,1,1,0,1,0,1,4
3,6,False,1,1,0,0,-1,1,1,0,12,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,1
3,6,False,1,1,0,0,-1,1,1,0,12,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,1
3,6,False,1,1,0,0,-1,1,1,0,12,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,1
3,6,False,1,1,0,0,-1,1,1,0,12,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,1
3,6,False,1,1,0,0,-1,1,1,0,12,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,1
3,6,False,1,1,0,0,-1,1,1,0,12,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,1
3,6,False,1,1,0,0,-1,1,1,0,12,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,1
3,6,False,1,1,0,0,-1,1,1,0,12,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,1
3,6,False,1,1,0,0,-1,1,1,0,12,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,1
3,6,False,1,1,0,0,-1,1,1,0,12,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,1
3,6,False,1,1,0,0,-1,1,1,0,12,-1,1,0,13,1,-1,1,0,0,1,-1,0,1,0,1,-1,1
3,6,False,1,0,0,0,-1,1,1,0,12,-1,1,1,13,0,-1,1,0,0,1,-1,1,0,0,1,-1,1
3,6,False,1,0,0,0,-1,1,1,0,12,-1,1,1,13,0,-1,1,0,0,1,-1,1,0,0,1,-1,1
3,6,False,0,0,0,0,-1,1,0,0,12,-1,1,1,13,0,-1,1,1,0,0,-1,1,0,0,1,-1,4
3,6,False,0,0,0,-1,-1,0,12,0,-1,-1,1,0,13,-1,-1,1,0,0,-1,-1,0,0,1,-1,-1,1
3,6,False,0,0,0,-1,-1,0,12,0,-1,-1,1,0,13,-1,-1,1,0,0,-1,-1,0,0,1,-1,-1,2
3,6,False,12,0,0,-1,-1,1,0,0,-1,-1,1,0,13,-1,-1,0,0,1,-1,-1,0,0,1,-1,-1,3
3,6,False,1,0,0,0,-1,1,1,0,0,-1,1,1,13,0,-1,1,0,0,1,-1,1,0,0,1,-1,0
3,6,False,1,0,0,0,-1,1,1,0,0,-1,1,1,13,0,-1,1,0,0,1,-1,1,0,0,1,-1,4
3,6,False,0,12,0,-1,-1,1,0,0,-1,-1,1,0,13,-1,-1,0,0,1,-1,-1,0,0,1,-1,-1,3
3,6,False,1,0,0,12,-1,1,1,0,0,-1,1,1,13,0,-1,1,0,0,1,-1,1,0,0,1,-1,1
3,6,False,0,0,0,0,-1,1,0,12,0,-1,1,1,13,0,-1,1,1,0,0,-1,1,0,0,1,-1,5
2,6,False,0,0,0,0,-1,1,0,3,0,-1,1,1,3,0,-1,1,1,0,0,-1,1,0,0,1,-1,4
2,6,False,0,0,0,-1,-1,0,3,12,-1,-1,1,3,13,-1,-1,1,0,0,-1,-1,0,0,1,-1,-1,2
2,6,False,0,3,0,-1,-1,1,3,0,-1,-1,1,0,13,-1,-1,0,0,1,-1,-1,0,0,1,-1,-1,0
2,6,False,0,3,12,-1,-1,1,3,0,-1,-1,1,0,13,-1,-1,0,0,1,-1,-1,0,0,1,-1,-1,1
2,6,False,0,0,12,-1,-1,0,3,0,-1,-1,1,3,13,-1,-1,1,0,0,-1,-1,0,0,1,-1,-1,2
2,6,False,0,3,12,-1,-1,1,3,0,-1,-1,1,0,13,-1,-1,0,0,1,-1,-1,0,0,1,-1,-1,1
2,6,False,0,0,12,-1,-1,0,3,0,-1,-1,1,3,13,-1,-1,1,0,0,-1,-1,0,0,1,-1,-1,2
2,6,False,0,3,12,-1,-1,1,3,0,-1,-1,1,0,13,-1,-1,0,0,1,-1,-1,0,0,1,-1,-1,0
2,6,False,0,3,0,-1,-1,1,3,12,-1,-1,1,0,13,-1,-1,0,0,1,-1,-1,0,0,1,-1,-1,5
1,2,False,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,10,0,0,-1,1,0,0,2,-1,1,0,2,0,2
1,2,False,-1,0,1,1,1,-1,1,0,0,0,-1,1,10,0,2,-1,1,0,2,0,-1,2,2,1,0,2
1,2,False,-1,1,0,0,0,-1,1,0,0,2,-1,1,10,2,0,-1,2,2,1,0,-1,1,2,2,0,5
0,2,False,-1,1,0,0,0,-1,1,0,0,2,-1,1,3,2,0,-1,2,2,1,0,-1,1,2,2,0,1
0,2,False,-1,0,1,1,1,-1,1,0,0,0,-1,1,10,0,2,-1,1,3,2,0,-1,2,2,1,0,4
0,2,False,0,1,1,1,2,1,0,0,0,2,1,0,10,2,1,1,3,2,0,0,2,2,1,0,0,0
0,2,False,0,1,1,1,2,1,0,0,0,2,1,0,10,2,1,1,3,2,0,0,2,2,1,0,0,0
0,2,False,0,1,1,1,2,1,0,0,0,2,1,0,10,2,1,1,3,2,0,0,2,2,1,0,0,0
0,2,False,0,1,1,1,2,1,0,0,0,2,1,0,10,2,1,1,3,2,0,0,2,2,1,0,0,0
0,2,False,0,1,1,1,2,1,0,0,0,2,1,0,10,2,1,1,3,2,0,0,2,2,1,0,0,0
0,2,False,0,1,1,1,2,1,0,0,0,2,1,0,10,2,1,1,3,2,0,0,2,2,1,0,0,0
0,2,False,0,1,1,1,2,1,0,0,0,2,1,0,10,2,1,1,3,2,0,0,2,2,1,0,0,0
1,2,False,0,1,1,1,2,1,0,0,0,2,1,4,10,2,1,1,4,4,0,0,2,4,1,0,0,5
0,2,False,0,1,1,1,2,1,0,0,0,2,1,4,3,2,1,1,4,4,0,0,2,4,1,0,0,0
0,2,False,0,1,1,1,2,1,0,0,0,2,1,4,10,2,1,1,4,4,0,0,2,4,1,0,0,0
0,2,False,0,1,1,1,2,1,0,0,0,2,1,0,10,2,1,1,0,0,0,0,2,7,1,0,0,3
0,2,False,-1,0,1,1,1,-1,1,0,0,0,-1,1,10,3,2,-1,1,0,0,0,-1,2,7,1,0,2
0,2,False,-1,1,0,0,0,-1,1,0,3,2,-1,1,10,0,0,-1,2,7,1,0,-1,1,2,2,0,2
0,3,False,-1,1,0,3,2,-1,1,0,0,0,-1,2,10,1,0,-1,1,2,2,0,-1,1,2,1,2,0
0,3,False,-1,1,0,3,2,-1,1,0,0,0,-1,2,10,1,0,-1,1,2,2,0,-1,1,2,1,2,0
0,3,False,-1,1,0,3,2,-1,1,0,0,0,-1,2,10,1,0,-1,1,2,2,0,-1,1,2,1,2,0
0,3,False,-1,1,0,3,2,-1,1,0,0,0,-1,2,10,1,0,-1,1,2,2,0,-1,1,2,1,2,0
1,3,False,-1,1,4,4,4,-1,1,0,4,0,-1,2,10,1,0,-1,1,2,2,0,-1,1,2,1,2,0
1,3,False,-1,1,4,4,4,-1,1,0,4,0,-1,2,10,1,0,-1,1,2,2,0,-1,1,2,1,2,0
1,3,False,-1,1,4,4,4,-1,1,0,4,0,-1,2,10,1,0,-1,1,2,2,0,-1,1,2,1,2,0
1,3,False,-1,1,0,0,6,-1,1,0,0,0,-1,2,10,1,0,-1,1,2,2,0,-1,1,2,1,2,5
0,3,False,-1,1,0,0,6,-1,1,0,0,0,-1,2,3,1,0,-1,1,2,2,0,-1,1,2,1,2,1
0,3,False,-1,1,0,0,0,-1,1,0,0,6,-1,1,10,0,0,-1,2,3,1,0,-1,1,2,2,0,4
0,3,False,1,0,0,0,2,1,0,0,6,1,1,0,10,0,0,2,3,1,0,0,1,2,2,0,1,1
0,3,False,0,1,1,1,2,1,0,0,0,2,1,0,10,6,1,1,0,0,0,0,2,3,1,0,0,4
1,3,False,1,1,1,2,1,0,0,0,2,2,0,0,10,1,2,0,0,0,0,0,3,1,0,0,1,1
1,3,False,-1,-1,-1,-1,-1,1,1,1,2,1,0,0,10,2,2,0,0,0,1,2,0,0,0,0,0,5
0,3,False,-1,-1,-1,-1,-1,1,1,1,2,1,0,0,3,2,2,0,0,0,1,2,0,0,0,0,0,3
0,3,False,-1,-1,-1,-1,-1,0,1,1,1,2,1,0,10,3,2,1,0,0,0,1,1,0,0,0,0,3
0,3,False,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,10,0,3,-1,1,0,0,0,-1,1,0,0,0,4
1,3,False,-1,-1,-1,-1,-1,0,1,1,1,2,1,0,10,3,2,1,4,0,0,1,1,4,0,0,0,2
1,3,False,0,1,1,1,2,1,0,0,3,2,1,4,10,0,1,1,4,0,0,0,4,4,1,0,0,2
1,3,False,1,0,0,3,2,1,4,0,0,1,1,4,10,0,0,4,4,1,0,0,1,4,2,0,1,0
1,3,False,1,0,0,3,2,1,0,0,0,1,1,0,10,0,0,8,0,1,0,0,1,8,2,0,1,3
1,3,False,-1,1,0,0,3,-1,1,0,0,0,-1,1,10,0,0,-1,8,0,1,0,-1,1,8,2,0,2
1,3,False,-1,1,0,0,0,-1,1,0,0,0,-1,8,10,1,0,-1,1,8,2,0,-1,1,2,1,2,2
2,3,True,-1,1,0,0,4,-1,8,0,1,0,-1,1,10,2,0,-1,1,2,1,2,-1,1,0,1,0,1
2,3,True,-1,1,0,0,4,-1,1,0,0,4,-1,8,10,1,0,-1,1,0,2,0,-1,1,2,1,2,3
2,3,True,-1,-1,1,0,0,-1,-1,1,0,0,-1,-1,10,0,1,-1,-1,1,0,2,-1,-1,1,2,1,4
2,3,True,-1,1,0,0,0,-1,1,0,0,0,-1,0,10,1,0,-1,1,0,2,0,-1,1,2,1,2,2
2,3,True,-1,1,0,0,0,-1,0,0,1,0,-1,1,10,2,0,-1,1,2,1,2,-1,1,0,1,0,5
1,3,True,-1,1,0,0,0,-1,0,0,1,0,-1,1,3,2,0,-1,1,2,1,2,-1,1,0,1,0,1
1,3,True,-1,1,0,0,0,-1,1,0,0,0,-1,0,10,1,0,-1,1,3,2,0,-1,1,2,1,2,1
1,3,True,-1,1,0,0,0,-1,1,0,0,0,-1,1,10,0,0,-1,0,0,1,0,-1,1,3,2,0,1
1,3,True,-1,0,1,1,1,-1,1,0,0,0,-1,1,10,0,0,-1,1,0,0,0,-1,0,0,1,0,1
1,3,True,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,10,0,0,-1,1,0,0,0,-1,1,0,0,0,4
1,3,True,-1,-1,-1,-1,-1,0,1,1,1,2,1,0,10,0,7,1,0,0,0,1,1,0,0,0,0,4
1,3,True,-1,-1,-1,-1,-1,1,1,1,2,1,0,0,10,7,2,0,0,0,1,2,0,0,0,0,0,4
1,4,True,-1,-1,-1,-1,-1,1,1,2,1,1,0,0,10,2,2,0,0,1,2,1,0,0,0,0,2,5
0,4,True,-1,-1,-1,-1,-1,1,1,2,1,1,0,0,3,2,2,0,0,1,2,1,0,0,0,0,2,3
1,4,True,-1,-1,-1,-1,-1,1,1,1,2,1,0,0,10,3,2,0,0,0,1,2,4,0,0,0,0,2
1,4,True,1,1,1,2,1,0,0,0,3,2,0,0,10,1,2,4,0,0,0,0,4,1,0,0,1,2
1,4,True,0,0,0,3,2,0,0,0,1,2,4,0,10,0,0,4,1,0,0,1,4,4,0,1,0,2
1,4,True,0,0,0,1,2,0,0,0,0,0,0,1,10,0,1,0,8,0,1,0,7,1,2,1,2,2
1,4,True,0,0,0,0,0,0,1,0,0,1,0,8,10,1,0,7,1,2,1,2,0,1,0,2,0,3
1,4,True,1,0,0,0,0,0,0,1,0,0,1,0,10,0,1,1,7,1,2,1,1,0,1,0,2,3
1,4,True,-1,1,0,0,0,-1,0,0,1,0,-1,1,10,0,0,-1,1,7,1,2,-1,1,0,1,0,2
1,5,True,-1,0,0,1,0,-1,1,0,0,0,-1,1,10,1,2,-1,1,0,1,0,-1,0,0,1,1,2
2,5,True,-1,1,0,0,0,-1,1,0,1,2,-1,1,10,1,0,-1,0,0,1,1,-1,0,0,0,0,2
2,5,True,-1,1,0,1,2,-1,1,0,1,0,-1,0,10,1,1,-1,0,0,0,0,-1,0,0,1,2,3
2,5,True,-1,-1,1,0,1,-1,-1,1,0,1,-1,-1,10,0,1,-1,-1,0,0,0,-1,-1,0,0,1,2
2,5,True,-1,-1,1,0,1,-1,-1,0,0,1,-1,-1,10,0,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,2
2,5,True,-1,-1,0,0,1,-1,-1,0,0,0,-1,-1,10,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
2,5,True,-1,0,0,1,1,-1,0,0,0,0,-1,0,10,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2,5,True,-1,1,0,1,0,-1,0,0,1,1,-1,0,10,0,0,-1,0,0,1,2,-1,-1,-1,-1,-1,4
2,5,True,1,0,1,0,2,0,0,1,1,0,0,0,10,0,0,0,0,1,2,2,-1,-1,-1,-1,-1,4
2,5,True,0,1,0,2,0,0,1,1,0,0,0,0,10,0,0,0,1,2,2,0,-1,-1,-1,-1,-1,5
1,5,True,0,1,0,2,0,0,1,1,0,0,0,0,3,0,0,0,1,2,2,0,-1,-1,-1,-1,-1,4
1,5,True,1,0,2,0,1,1,1,0,0,1,0,3,10,0,0,1,2,2,0,0,-1,-1,-1,-1,-1,4
1,5,True,0,2,0,1,0,1,0,0,1,1,3,0,10,0,0,2,2,0,0,0,-1,-1,-1,-1,-1,1
1,2,False,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,1,10,0,0,-1,0,0,0,1,-1,1,0,1,0,4
1,2,False,-1,-1,-1,-1,-1,0,1,0,1,2,1,0,10,0,2,0,0,0,1,0,1,0,1,0,0,4
1,2,False,-1,-1,-1,-1,-1,1,0,1,2,0,0,0,10,2,2,0,0,1,0,1,0,1,0,0,1,5
0,2,False,-1,-1,-1,-1,-1,1,0,1,2,0,0,0,3,2,2,0,0,1,0,1,0,1,0,0,1,3
0,2,False,-1,-1,-1,-1,-1,0,1,0,1,2,1,0,10,3,2,0,0,0,1,0,1,0,1,0,0,3
0,2,False,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,1,10,0,3,-1,0,0,0,1,-1,1,0,1,0,2
0,2,False,-1,0,1,0,1,-1,1,0,0,3,-1,0,10,0,1,-1,1,0,1,0,-1,2,2,0,0,2
0,2,False,-1,1,0,0,3,-1,0,0,0,1,-1,1,10,1,0,-1,2,2,0,0,-1,0,2,1,1,0
0,2,False,-1,1,0,0,3,-1,0,0,0,1,-1,1,10,1,0,-1,2,2,0,0,-1,0,2,1,1,0
0,2,False,-1,1,0,0,3,-1,0,0,0,1,-1,1,10,1,0,-1,2,2,0,0,-1,0,2,1,1,0
0,2,False,-1,1,0,0,3,-1,0,0,0,1,-1,1,10,1,0,-1,2,2,0,0,-1,0,2,1,1,0
